疾病名称,疾病链接,菜品名称,配方,功效,制法
肝肾阴亏型更年期综合症,http://www.cnzyao.com/shiliao/fck/1182.html,【百合枣仁汤】,鲜百合50克，枣仁15克。,滋阴清热，宁心安神。 用法： 饮汤吃百合，每日1剂。 【百合地黄粥】,先将百合用清水浸土昼夜，枣仁水煎去渣取汁，加入百合煮熟。 【功效】 滋阴清热，宁心安神。
肝肾阴亏型更年期综合症,http://www.cnzyao.com/shiliao/fck/1182.html,【百合地黄粥】,百合 30克，生地15克，枣仁10克， 粳米 100克。,滋补肝肾，养心安神。 用法： 每日2次，温热服食。 【枸杞肉丝】,前三味加水煎，去渣取药汁，把粳米加入药汁中煮粥。 【功效】 滋补肝肾，养心安神。
肝肾阴亏型更年期综合症,http://www.cnzyao.com/shiliao/fck/1182.html,【枸杞肉丝】,枸杞子10克，瘦猪肉100克，熟冬笋30克。,"滋补肝肾。 用法： 每日1次，佐餐食用 （本文由 中医药网 整理或引用，内容仅供参考，转载请注明出处，谢谢合作。） 上一篇： 湿热下注型带下病的4种食疗方 下一篇： 肾阳虚衰型更年期综合症3种食疗方 更多关于 肝肾阴亏型更年期综合症,更年期综合症 的文章 [ 妇科病食疗 ] 肾阳虚衰型更年期综合症3种食疗方 妇科病食疗频道热点文章： 痰湿阻滞闭经的3种食疗方 气滞水停妊娠水肿的4种食疗方 气滞血瘀闭经的3种食疗方 脾气虚弱功能性子宫出血4种食疗方 气血虚弱闭经的3种食疗方 药膳食谱大全 内科食疗 外科食疗 妇科病食疗 儿科食疗 五官科食疗 皮肤病食疗 药膳食谱大全热文排行 湿热下注型带下病的4种食疗方 女性月经不调有哪些食疗法？ 肺胃热盛型痤疮的4种食疗方 肝胃不和型慢性胃炎的4种食疗方 淋巴结炎的常见食疗方 脾胃虚寒型慢性胃炎6种食疗方 脾虚湿盛型带下病的3种食疗方 气滞血瘀闭经的3种食疗方 肝气郁结神经衰弱的3种食疗方 糖尿病的常见的食疗方法 中医病理 内科疾病诊断 外科疾病诊断 妇科疾病诊断 儿科疾病诊断 皮肤病诊断 五官科疾病诊断 药膳食谱大全文章推荐 气阴两虚型冠心病的3种食疗方 中气不足型低血压 湿热下注型阳萎2种食疗方 脾虚型腹泻的4种食疗方 脾虚血瘀型消化性溃疡的4种食疗方 气滞血瘀慢性鼻炎2食疗方 肝郁痰结型颈部淋巴结核3种食疗方 气虚下陷型脱肛的3种食疗方 气虚下陷型胃下垂的4种食疗方 糖尿病的常见的食疗方法 疾病预防 右眼跳灾、左眼跳财 这个科学吗？眼皮跳 子宫肌瘤的食疗护理 中老年人白内障的日常饮食食物选择 枕头里装点旧茶叶有降血压效果 肝病患者饮食应该注意的食物 散光眼产生的原因与临床表现 防治近视的中医疗法有哪些 夏季防感冒三个有效的方法 秋天应该注意预防的疾病 秋季应该要预防哪些疾病 其他热文推荐 磁朱丸 调经姊妹丸 中医诊断3个基本原则 独活寄生汤 芫荽（香菜）的功效与药用价值 党参的药理研究与临床应用 治湿热内蕴型皮肤瘙痒症的3种食疗方 当归补血汤 木蝴蝶的功效与作用 气阴两虚型肺结核的4种食疗方 网站简介 | 联系我们 | 合作洽谈 | 人才招聘 | 友情链接 | 版权声明 | 网站导航 Copyright © 2012 WWW.CNZYAO.COM All Rights Reserved. 中医药网 版权所有 Email: cnzyao@gmail.com var _hmt = _hmt || []; (function() { var hm = document.createElement(""script""); hm.src = ""https://hm.baidu.com/hm.js?def4d792efb00527de2216eae58eb6d5""; var s = document.getElementsByTagName(""script"")[0]; s.parentNode.insertBefore(hm, s); })(); 备案/许可证编号： 闽ICP备11026215号-2",将猪肉、冬笋切丝。锅内放猪油烧热，投入肉丝、笋丝、枸杞爆炒至熟，加食盐、酱油、味精调味。 【功效】 滋补肝肾。
瘀血阻滞型功能性子宫出血,http://www.cnzyao.com/shiliao/fck/1312.html,【黑木耳蒸鸡】,黑木耳30克，鸡肉200克。,祛瘀止血。 用法： 佐餐随量食用。 【山楂红糖水】,将黑木耳用清水泡发，洗净，备用；把鸡肉切成小块，加入食盐、酱油、生粉、白糖、味精腌渍20分钟，再加入黑木耳搅匀，文火隔水蒸熟。 【功效】 祛瘀止血。
瘀血阻滞型功能性子宫出血,http://www.cnzyao.com/shiliao/fck/1312.html,【山楂红糖水】,山楂 30克，红糖20克， 益母草 20克。,活血祛瘀。 用法： 每日1剂，分2次服。 【三七藕蛋羹】,将山楂、益母草，放入砂锅内，加清水适量，煮取汁液，加入红糖，再煮至红糖完全溶解。 【功效】 活血祛瘀。
瘀血阻滞型功能性子宫出血,http://www.cnzyao.com/shiliao/fck/1312.html,【三七藕蛋羹】,鲜藕适量， 三七 粉5克，鸡蛋1个。,化瘀止血。 用法： 以上为1次量，每日2次。 【益母草煮蛋】,将藕洗净切碎，用纱布绞取汁液1小杯，加少许水煮沸，把三七粉与鸡蛋调匀，倒入藕汁中成羹，加入盐、猪油调味。 【功效】 化瘀止血。
瘀血阻滞型功能性子宫出血,http://www.cnzyao.com/shiliao/fck/1312.html,【益母草煮蛋】,益母草60克，鸡蛋2个。,"活血调经。 用法： 每日1剂，分2次吃蛋饮汤。 （本文由 中医药网 整理或引用，内容仅供参考，转载请注明出处，谢谢合作。） 上一篇： 血热妄行型功能性子宫出血5种食疗方 下一篇： 脾气虚弱功能性子宫出血4种食疗方 更多关于 瘀血阻滞型功能性子宫出血,功能性子宫出血 的文章 [ 妇科病食疗 ] 肾阳不足功能性子宫出血2种食疗方 [ 妇科病食疗 ] 阴虚火旺功能性子宫出血4种食疗方 [ 妇科病食疗 ] 脾气虚弱功能性子宫出血4种食疗方 [ 妇科病食疗 ] 血热妄行型功能性子宫出血5种食疗方 妇科病食疗频道热点文章： 气滞水停妊娠水肿的4种食疗方 痰湿阻滞闭经的3种食疗方 脾气虚弱功能性子宫出血4种食疗方 气滞血瘀闭经的3种食疗方 气血虚弱闭经的3种食疗方 药膳食谱大全 内科食疗 外科食疗 妇科病食疗 儿科食疗 五官科食疗 皮肤病食疗 药膳食谱大全热文排行 湿热下注型带下病的4种食疗方 女性月经不调有哪些食疗法？ 肺胃热盛型痤疮的4种食疗方 肝胃不和型慢性胃炎的4种食疗方 淋巴结炎的常见食疗方 脾胃虚寒型慢性胃炎6种食疗方 脾虚湿盛型带下病的3种食疗方 气滞血瘀闭经的3种食疗方 肝气郁结神经衰弱的3种食疗方 糖尿病的常见的食疗方法 中医病理 内科疾病诊断 外科疾病诊断 妇科疾病诊断 儿科疾病诊断 皮肤病诊断 五官科疾病诊断 药膳食谱大全文章推荐 肝郁痰结型颈部淋巴结核3种食疗方 中气不足型低血压 气滞血瘀慢性鼻炎2食疗方 气虚下陷型脱肛的3种食疗方 湿热下注型阳萎2种食疗方 气虚下陷型胃下垂的4种食疗方 脾虚血瘀型消化性溃疡的4种食疗方 脾虚型腹泻的4种食疗方 气阴两虚型冠心病的3种食疗方 糖尿病的常见的食疗方法 疾病预防 右眼跳灾、左眼跳财 这个科学吗？眼皮跳 子宫肌瘤的食疗护理 中老年人白内障的日常饮食食物选择 枕头里装点旧茶叶有降血压效果 肝病患者饮食应该注意的食物 散光眼产生的原因与临床表现 防治近视的中医疗法有哪些 夏季防感冒三个有效的方法 秋天应该注意预防的疾病 秋季应该要预防哪些疾病 其他热文推荐 独活寄生汤 木蝴蝶的功效与作用 治湿热内蕴型皮肤瘙痒症的3种食疗方 芫荽（香菜）的功效与药用价值 气阴两虚型肺结核的4种食疗方 调经姊妹丸 当归补血汤 磁朱丸 党参的药理研究与临床应用 中医诊断3个基本原则 网站简介 | 联系我们 | 合作洽谈 | 人才招聘 | 友情链接 | 版权声明 | 网站导航 Copyright © 2012 WWW.CNZYAO.COM All Rights Reserved. 中医药网 版权所有 Email: cnzyao@gmail.com var _hmt = _hmt || []; (function() { var hm = document.createElement(""script""); hm.src = ""https://hm.baidu.com/hm.js?def4d792efb00527de2216eae58eb6d5""; var s = document.getElementsByTagName(""script"")[0]; s.parentNode.insertBefore(hm, s); })(); 备案/许可证编号： 闽ICP备11026215号-2",益母草与鸡蛋同煮至熟，蛋去壳，再煮片刻。 【功效】 活血调经。
肝郁气滞产后缺乳,http://www.cnzyao.com/shiliao/fck/653.html,【金针炖肉】,干黄花菜30克，猪瘦肉250克。,宣郁通乳。 用法： 佐餐分3次吃完，5日为1个疗程。 【海带佛手浆】,将瘦猪肉切成小块，与黄花菜一起放入锅内，加水适量，炖熟，调味即可。 【功效】 宣郁通乳。
肝郁气滞产后缺乳,http://www.cnzyao.com/shiliao/fck/653.html,【海带佛手浆】,豆浆300克，海带60克， 佛手 10克。,行气解郁，散结通乳。 用法： 1次饮服，每日1次，连服5日。 【橘叶青皮猪蹄汤】,海带、佛手加水适量，煎煮30分钟，再入豆浆煮30分钟。 【功效】 行气解郁，散结通乳。
肝郁气滞产后缺乳,http://www.cnzyao.com/shiliao/fck/653.html,【橘叶青皮猪蹄汤】,橘叶、 青皮 笤10克，猪蹄1只。,"行气通乳。 用法： 饮汤吃肉，每日数次。 （本文由 中医药网 整理或引用，内容仅供参考，转载请注明出处，谢谢合作。） 上一篇： 气血虚弱产后缺乳4种食疗方 下一篇： 肝肾不足闭经的3种食疗方 更多关于 肝郁气滞产后缺乳,产后缺乳 的文章 [ 妇科病食疗 ] 产后缺乳的食疗药膳 [ 妇科病食疗 ] 气血虚弱产后缺乳4种食疗方 妇科病食疗频道热点文章： 脾气虚弱功能性子宫出血4种食疗方 气滞血瘀闭经的3种食疗方 痰湿阻滞闭经的3种食疗方 气血虚弱闭经的3种食疗方 气滞水停妊娠水肿的4种食疗方 药膳食谱大全 内科食疗 外科食疗 妇科病食疗 儿科食疗 五官科食疗 皮肤病食疗 药膳食谱大全热文排行 湿热下注型带下病的4种食疗方 女性月经不调有哪些食疗法？ 肺胃热盛型痤疮的4种食疗方 肝胃不和型慢性胃炎的4种食疗方 淋巴结炎的常见食疗方 脾胃虚寒型慢性胃炎6种食疗方 脾虚湿盛型带下病的3种食疗方 气滞血瘀闭经的3种食疗方 肝气郁结神经衰弱的3种食疗方 糖尿病的常见的食疗方法 中医病理 内科疾病诊断 外科疾病诊断 妇科疾病诊断 儿科疾病诊断 皮肤病诊断 五官科疾病诊断 药膳食谱大全文章推荐 中气不足型低血压 糖尿病的常见的食疗方法 气虚下陷型脱肛的3种食疗方 气阴两虚型冠心病的3种食疗方 脾虚血瘀型消化性溃疡的4种食疗方 气滞血瘀慢性鼻炎2食疗方 脾虚型腹泻的4种食疗方 肝郁痰结型颈部淋巴结核3种食疗方 湿热下注型阳萎2种食疗方 气虚下陷型胃下垂的4种食疗方 疾病预防 右眼跳灾、左眼跳财 这个科学吗？眼皮跳 子宫肌瘤的食疗护理 中老年人白内障的日常饮食食物选择 枕头里装点旧茶叶有降血压效果 肝病患者饮食应该注意的食物 散光眼产生的原因与临床表现 防治近视的中医疗法有哪些 夏季防感冒三个有效的方法 秋天应该注意预防的疾病 秋季应该要预防哪些疾病 其他热文推荐 党参的药理研究与临床应用 当归补血汤 木蝴蝶的功效与作用 中医诊断3个基本原则 独活寄生汤 磁朱丸 治湿热内蕴型皮肤瘙痒症的3种食疗方 调经姊妹丸 芫荽（香菜）的功效与药用价值 气阴两虚型肺结核的4种食疗方 网站简介 | 联系我们 | 合作洽谈 | 人才招聘 | 友情链接 | 版权声明 | 网站导航 Copyright © 2012 WWW.CNZYAO.COM All Rights Reserved. 中医药网 版权所有 Email: cnzyao@gmail.com var _hmt = _hmt || []; (function() { var hm = document.createElement(""script""); hm.src = ""https://hm.baidu.com/hm.js?def4d792efb00527de2216eae58eb6d5""; var s = document.getElementsByTagName(""script"")[0]; s.parentNode.insertBefore(hm, s); })(); 备案/许可证编号： 闽ICP备11026215号-2",先把猪蹄洗净，再与橘叶、青皮加水适量同煮，炖至猪蹄烂熟。 【功效】 行气通乳。
气血虚弱型痛经,http://www.cnzyao.com/shiliao/fck/599.html,【归芪酒】,当归 、 黄芪 各150克，红枣100克。,益气养血，活血调经。 用法： 每次饮10毫升，每日2次，7日为1个疗程，行经前5日开始饮服。以上剂量可用3个疗程。 【桃仁墨鱼】,将黄芪、当归切片，与红枣一起置纱布袋内，投入盛酒容器，加酒500毫升，加盖密封7日。 【功效】 益气养血，活血调经。
气血虚弱型痛经,http://www.cnzyao.com/shiliao/fck/599.html,【桃仁墨鱼】,墨鱼150克， 桃仁 6克。,养血活血，调经。 用法： 佐餐食用，每日1次，经前连用3日。 【黄芪乌鸡】,将墨鱼水泡后，去骨、皮后洗净，与桃仁一起放入锅内，加葱、姜、盐、清水，用武火烧沸后，改用文火，煮至墨鱼烂熟。 【功效】 养血活血，调经。
气血虚弱型痛经,http://www.cnzyao.com/shiliao/fck/599.html,【黄芪乌鸡】,黄芪100克，乌骨鸡1只（约1000克）。,"益气养血，调经。 用法： 以上为5日量。月经前3日食用。 （本文由 中医药网 整理或引用，内容仅供参考，转载请注明出处，谢谢合作。） 上一篇： 寒湿凝滞型痛经的4种简单食疗方 下一篇： 肝肾不足型痛经的3中食疗方 更多关于 气血虚弱型痛经,痛经 的文章 [ 妇科病食疗 ] 肝肾不足型痛经的3中食疗方 [ 妇科病食疗 ] 寒湿凝滞型痛经的4种简单食疗方 [ 妇科病食疗 ] 气滞血瘀型痛经食疗4种方法 妇科病食疗频道热点文章： 脾气虚弱功能性子宫出血4种食疗方 气滞水停妊娠水肿的4种食疗方 气血虚弱闭经的3种食疗方 痰湿阻滞闭经的3种食疗方 气滞血瘀闭经的3种食疗方 药膳食谱大全 内科食疗 外科食疗 妇科病食疗 儿科食疗 五官科食疗 皮肤病食疗 药膳食谱大全热文排行 湿热下注型带下病的4种食疗方 女性月经不调有哪些食疗法？ 肺胃热盛型痤疮的4种食疗方 肝胃不和型慢性胃炎的4种食疗方 淋巴结炎的常见食疗方 脾胃虚寒型慢性胃炎6种食疗方 脾虚湿盛型带下病的3种食疗方 气滞血瘀闭经的3种食疗方 肝气郁结神经衰弱的3种食疗方 糖尿病的常见的食疗方法 中医病理 内科疾病诊断 外科疾病诊断 妇科疾病诊断 儿科疾病诊断 皮肤病诊断 五官科疾病诊断 药膳食谱大全文章推荐 气滞血瘀慢性鼻炎2食疗方 气虚下陷型胃下垂的4种食疗方 中气不足型低血压 气虚下陷型脱肛的3种食疗方 脾虚型腹泻的4种食疗方 湿热下注型阳萎2种食疗方 肝郁痰结型颈部淋巴结核3种食疗方 气阴两虚型冠心病的3种食疗方 脾虚血瘀型消化性溃疡的4种食疗方 糖尿病的常见的食疗方法 疾病预防 右眼跳灾、左眼跳财 这个科学吗？眼皮跳 子宫肌瘤的食疗护理 中老年人白内障的日常饮食食物选择 枕头里装点旧茶叶有降血压效果 肝病患者饮食应该注意的食物 散光眼产生的原因与临床表现 防治近视的中医疗法有哪些 夏季防感冒三个有效的方法 秋天应该注意预防的疾病 秋季应该要预防哪些疾病 其他热文推荐 磁朱丸 芫荽（香菜）的功效与药用价值 独活寄生汤 当归补血汤 木蝴蝶的功效与作用 党参的药理研究与临床应用 气阴两虚型肺结核的4种食疗方 中医诊断3个基本原则 调经姊妹丸 治湿热内蕴型皮肤瘙痒症的3种食疗方 网站简介 | 联系我们 | 合作洽谈 | 人才招聘 | 友情链接 | 版权声明 | 网站导航 Copyright © 2012 WWW.CNZYAO.COM All Rights Reserved. 中医药网 版权所有 Email: cnzyao@gmail.com var _hmt = _hmt || []; (function() { var hm = document.createElement(""script""); hm.src = ""https://hm.baidu.com/hm.js?def4d792efb00527de2216eae58eb6d5""; var s = document.getElementsByTagName(""script"")[0]; s.parentNode.insertBefore(hm, s); })(); 备案/许可证编号： 闽ICP备11026215号-2",黄芪切段后放入鸡腹内，鸡放砂锅内，加水适量，煮沸后，改用文火，待鸡熟烂，加盐调味。 【功效】 益气养血，调经。
肾气不足型带下病,http://www.cnzyao.com/shiliao/fck/1081.html,【芡实核桃粥】,芡实 粉30克，核桃肉15克，红枣7枚。,益气温肾，止带。 用法： 每日1次，可作点心，连用半个月。 【韭菜粥】,将核桃肉打碎，红枣去核，芡实粉用凉开水打成糊状，放入滚开水中搅拌，再入核桃肉、红枣，煮成粥，加糖食用。 【功效】 益气温肾，止带。
肾气不足型带下病,http://www.cnzyao.com/shiliao/fck/1081.html,【韭菜粥】,韭菜 50克，粳米50克。,补肾壮阳，固精止带。 用法： 每日1次，供早餐服食，连用半个月。 【山药羊肉粥】,韭菜切碎，同粳米共入锅中，加水煮至粥成即可。 【功效】 补肾壮阳，固精止带。
肾气不足型带下病,http://www.cnzyao.com/shiliao/fck/1081.html,【山药羊肉粥】,羊肉500克， 山药 50克，生姜15克，葱30克， 胡椒 6克，绍酒20克，食盐3克。,补脾益肾，温中暖下。 用法： 佐餐食用，每日1次，连服1个月。 【芡实糯米鸡】,把精羊肉入沸水中氽去血水，将山药清水焖透后切片，与羊肉同煮，投入葱、姜和调料，武火烧沸后去浮沫，再以文火炖至酥烂。羊肉捞出切片，放入碗中，把原汤连山药一同倒入羊肉碗中。 【功效】 补脾益肾，温中暖下。
肾气不足型带下病,http://www.cnzyao.com/shiliao/fck/1081.html,【芡实糯米鸡】,芡实50克，莲子50克， 乌骨鸡 1只（约500克），糯米100克。,"健脾补肾，除湿止带。 用法： 分次酌量食用。连服2周。 （本文由 中医药网 整理或引用，内容仅供参考，转载请注明出处，谢谢合作。） 上一篇： 脾虚湿盛型带下病的3种食疗方 下一篇： 湿热下注型带下病的4种食疗方 更多关于 肾气不足型带下病,带下病 的文章 [ 妇科病食疗 ] 湿热下注型带下病的4种食疗方 [ 妇科病食疗 ] 脾虚湿盛型带下病的3种食疗方 妇科病食疗频道热点文章： 痰湿阻滞闭经的3种食疗方 气血虚弱闭经的3种食疗方 气滞血瘀闭经的3种食疗方 气滞水停妊娠水肿的4种食疗方 脾气虚弱功能性子宫出血4种食疗方 药膳食谱大全 内科食疗 外科食疗 妇科病食疗 儿科食疗 五官科食疗 皮肤病食疗 药膳食谱大全热文排行 湿热下注型带下病的4种食疗方 女性月经不调有哪些食疗法？ 肺胃热盛型痤疮的4种食疗方 肝胃不和型慢性胃炎的4种食疗方 淋巴结炎的常见食疗方 脾胃虚寒型慢性胃炎6种食疗方 脾虚湿盛型带下病的3种食疗方 气滞血瘀闭经的3种食疗方 肝气郁结神经衰弱的3种食疗方 糖尿病的常见的食疗方法 中医病理 内科疾病诊断 外科疾病诊断 妇科疾病诊断 儿科疾病诊断 皮肤病诊断 五官科疾病诊断 药膳食谱大全文章推荐 湿热下注型阳萎2种食疗方 脾虚型腹泻的4种食疗方 气虚下陷型脱肛的3种食疗方 气阴两虚型冠心病的3种食疗方 中气不足型低血压 脾虚血瘀型消化性溃疡的4种食疗方 气滞血瘀慢性鼻炎2食疗方 肝郁痰结型颈部淋巴结核3种食疗方 气虚下陷型胃下垂的4种食疗方 糖尿病的常见的食疗方法 疾病预防 右眼跳灾、左眼跳财 这个科学吗？眼皮跳 子宫肌瘤的食疗护理 中老年人白内障的日常饮食食物选择 枕头里装点旧茶叶有降血压效果 肝病患者饮食应该注意的食物 散光眼产生的原因与临床表现 防治近视的中医疗法有哪些 夏季防感冒三个有效的方法 秋天应该注意预防的疾病 秋季应该要预防哪些疾病 其他热文推荐 当归补血汤 党参的药理研究与临床应用 芫荽（香菜）的功效与药用价值 气阴两虚型肺结核的4种食疗方 中医诊断3个基本原则 磁朱丸 木蝴蝶的功效与作用 调经姊妹丸 治湿热内蕴型皮肤瘙痒症的3种食疗方 独活寄生汤 网站简介 | 联系我们 | 合作洽谈 | 人才招聘 | 友情链接 | 版权声明 | 网站导航 Copyright © 2012 WWW.CNZYAO.COM All Rights Reserved. 中医药网 版权所有 Email: cnzyao@gmail.com var _hmt = _hmt || []; (function() { var hm = document.createElement(""script""); hm.src = ""https://hm.baidu.com/hm.js?def4d792efb00527de2216eae58eb6d5""; var s = document.getElementsByTagName(""script"")[0]; s.parentNode.insertBefore(hm, s); })(); 备案/许可证编号： 闽ICP备11026215号-2",将乌骨鸡去内脏，洗净，将莲子、芡实、糯米放入鸡腹中，用线缝口，放在砂锅内，加水适量，用文火炖烂熟，调味即可。 【功效】 健脾补肾，除湿止带。
脾气虚弱功能性子宫出血,http://www.cnzyao.com/shiliao/fck/1313.html,【桂圆莲子粥】,桂圆肉 20克，莲子肉15克，红枣6个，糯米30克。,健脾益气，养血止血。 用法： 每日1剂，可经常食用。 【乌贼骨炖鸡】,红枣去核，与糯米、桂圆肉、莲子肉一起放入锅内，加水适量，置武火上烧沸，改用文火熬煮至熟烂，加糖调味。 【功效】 健脾益气，养血止血。
脾气虚弱功能性子宫出血,http://www.cnzyao.com/shiliao/fck/1313.html,【乌贼骨炖鸡】,乌贼骨 30克，鸡肉100克。,健脾益气，养血摄血。 用法： 佐餐食用，食时去乌贼骨。每日1剂，5日为1个疗程。 【参芪乳鸽汤】,将鸡肉切块，乌贼骨打碎如蚕豆大，把鸡肉、乌贼骨装入陶罐内，加水和调味品，文火慢炖2小时。 【功效】 健脾益气，养血摄血。
脾气虚弱功能性子宫出血,http://www.cnzyao.com/shiliao/fck/1313.html,【参芪乳鸽汤】,西洋参5克，黄芪15克，乳鸽1只。,健脾益气，升阳摄血。 用法： 佐餐服食。 【人参升麻粥】,乳鸽去毛及内脏，腹中纳人参片、黄芪，加水适量，隔水蒸1小时，加盐少许调味。 【功效】 健脾益气，升阳摄血。
脾气虚弱功能性子宫出血,http://www.cnzyao.com/shiliao/fck/1313.html,【人参升麻粥】,人参 6克， 升麻 3克，粳米30克。,"补气摄血，升阳举陷。 用法： 每日1剂，连服1周。 （本文由 中医药网 整理或引用，内容仅供参考，转载请注明出处，谢谢合作。） 上一篇： 瘀血阻滞型功能性子宫出血4种食疗方 下一篇： 阴虚火旺功能性子宫出血4种食疗方 更多关于 脾气虚弱功能性子宫出血,功能性子宫出血 的文章 [ 妇科病食疗 ] 肾阳不足功能性子宫出血2种食疗方 [ 妇科病食疗 ] 阴虚火旺功能性子宫出血4种食疗方 [ 妇科病食疗 ] 瘀血阻滞型功能性子宫出血4种食疗方 [ 妇科病食疗 ] 血热妄行型功能性子宫出血5种食疗方 妇科病食疗频道热点文章： 脾气虚弱功能性子宫出血4种食疗方 气血虚弱闭经的3种食疗方 气滞血瘀闭经的3种食疗方 痰湿阻滞闭经的3种食疗方 气滞水停妊娠水肿的4种食疗方 药膳食谱大全 内科食疗 外科食疗 妇科病食疗 儿科食疗 五官科食疗 皮肤病食疗 药膳食谱大全热文排行 湿热下注型带下病的4种食疗方 女性月经不调有哪些食疗法？ 肺胃热盛型痤疮的4种食疗方 肝胃不和型慢性胃炎的4种食疗方 淋巴结炎的常见食疗方 脾胃虚寒型慢性胃炎6种食疗方 脾虚湿盛型带下病的3种食疗方 气滞血瘀闭经的3种食疗方 肝气郁结神经衰弱的3种食疗方 糖尿病的常见的食疗方法 中医病理 内科疾病诊断 外科疾病诊断 妇科疾病诊断 儿科疾病诊断 皮肤病诊断 五官科疾病诊断 药膳食谱大全文章推荐 气滞血瘀慢性鼻炎2食疗方 气虚下陷型脱肛的3种食疗方 气阴两虚型冠心病的3种食疗方 湿热下注型阳萎2种食疗方 脾虚型腹泻的4种食疗方 肝郁痰结型颈部淋巴结核3种食疗方 中气不足型低血压 气虚下陷型胃下垂的4种食疗方 脾虚血瘀型消化性溃疡的4种食疗方 糖尿病的常见的食疗方法 疾病预防 右眼跳灾、左眼跳财 这个科学吗？眼皮跳 子宫肌瘤的食疗护理 中老年人白内障的日常饮食食物选择 枕头里装点旧茶叶有降血压效果 肝病患者饮食应该注意的食物 散光眼产生的原因与临床表现 防治近视的中医疗法有哪些 夏季防感冒三个有效的方法 秋天应该注意预防的疾病 秋季应该要预防哪些疾病 其他热文推荐 独活寄生汤 治湿热内蕴型皮肤瘙痒症的3种食疗方 调经姊妹丸 磁朱丸 当归补血汤 党参的药理研究与临床应用 气阴两虚型肺结核的4种食疗方 中医诊断3个基本原则 芫荽（香菜）的功效与药用价值 木蝴蝶的功效与作用 网站简介 | 联系我们 | 合作洽谈 | 人才招聘 | 友情链接 | 版权声明 | 网站导航 Copyright © 2012 WWW.CNZYAO.COM All Rights Reserved. 中医药网 版权所有 Email: cnzyao@gmail.com var _hmt = _hmt || []; (function() { var hm = document.createElement(""script""); hm.src = ""https://hm.baidu.com/hm.js?def4d792efb00527de2216eae58eb6d5""; var s = document.getElementsByTagName(""script"")[0]; s.parentNode.insertBefore(hm, s); })(); 备案/许可证编号： 闽ICP备11026215号-2",将前二味煎取汁与粳米同煮为粥。 【功效】 补气摄血，升阳举陷。
脾虚湿盛型带下病,http://www.cnzyao.com/shiliao/fck/1080.html,【白果黄芪乌鸡汤】,白果 30克， 黄芪 50克，乌鸡1只（约500克），米酒50毫升。,健脾益气，固肾止带。 用法： 分次饮汤食肉。 【扁豆山药茶】,将乌鸡去内脏、头足，洗净，把白果放入鸡腹中，用线缝口，与黄芪一起放入砂锅内，加酒及水适量，用文火炖熟，调味即可。 【功效】 健脾益气，固肾止带。
脾虚湿盛型带下病,http://www.cnzyao.com/shiliao/fck/1080.html,【扁豆山药茶】,白扁豆、 山药 各20克。,健脾益气，化湿止带。 用法： 代茶频饮。 【三味薏米羹】,将白扁豆炒黄，捣碎，山药切片，二者水煎取汁，加糖令溶。 【功效】 健脾益气，化湿止带。
